localidad
EL LORO
EL PAN DE AZUCAR
28 DE NOVIEMBRE
LOS MANANTIALES
LOS ANTIGUOS
LEANDRO NICEFORO ALEM
LAS PIRAMIDES
LAS MERCEDES
LAS MASITAS
LAS HORQUETAS
LAS HERAS
LAGUNA GRANDE
LAGUNA COLORADA
LOS PERALES
LAGO TAR
LAGO SAN MARTIN
LAGO ROCA
LAGO PUEYRREDON
LAGO CARDIEL
LAGO BUENOS AIRES
LAGO BUENOS AIRES
LAGO ARGENTINO
LA VIOLETA
LA VICTORIA
LA ROSADA
LAGO STROBEL
LA ROSA
MATA MAGALLANES
MESETA GUENGUE
PERITO MORENO
PENINSULA MAIPU
PELLEGRINI
PASO ROBALLO
PASO RIO LA LEONA
PASO IBAÑEZ
PASO GREGORES
PASO DEL RIO SANTA CRUZ
PASO DEL MEDIO
PASO DEL AGUILA
MAZAREDO
PASO DE LOS INDIOS
PAMPA VERDUM
PALI AIKE
PALERMO AIKE
NACIMIENTOS DEL PLUMA
MORRO CHICO
MONTE VERDE
MONTE CEBALLOS
MONTE AYMOND
MINERALES
MINA 3
PASO CHARLES FHUR
LA PROTEGIDA
LA PORTEÑA
LA PIGMEA
HOTEL LAS HORQUETAS
H YRIGOYEN LAGO POSADAS
GUARDAPARQUE FITZ ROY
GOBERNADOR MOYANO
GOBERNADOR MAYER
GOBERNADOR GREGORES
GLENCROSS
GAYPON
GARMINUE
FUENTES DE COYLE
INDIA MUERTA
FORTALEZA
FITZ ROY
FARO CAMPANA
FARO CABO GUARDIAN
ESTACION ING ATILIO CAPPA
EL ZURDO
EL TURBIO
EL SALADO
EL PORTEZUELO
EL POLVORIN
EL PLUMA
FLORADORA
INGENIERO ATILIO CAPPA
INGENIERO PALLAVICINI
JARAMILLO
LA PENINSULA
LA MARIA
LA MARGARITA
LA MANCHURIA
LA MADRUGADA
LA JULIA
LA GUARDIA
LA FLORIDA
LA FEDERICA
LA FECUNDIDAD
LA ESTHER
LA ESTELA
LA ESPERANZA
LA CENTRAL
LA BARRETA
LA ASTURIANA
LA ARGENTINA
LA ANTONIA
LA AGUADA
KOLUEL KAIKE
KILOMETRO 8
JULIA DUFOUR
JELAINA
PICO TRUNCADO
PIEDRA CLAVADA
LA LEONA
PUEBLO NUEVO
CAÑADON FABRE
CAÑADON LEON
CAÑADON MOLINARI
CAÑADON PLUMA
CAÑADON SECO
CANCHA CARRERA
CAP
CARA MALA
CERRO ALTO
CERRO LA SETENTA
CAÑADON DEL TORO
CERRO MANGRULLO
CERRO NEGRO
CERRO PALIQUE
CERRO PUNTUDO
CERRO REDONDO
CERRO REDONDO
CERRO RENZEL
CERRO SILVA
CHALL AIKE
CHARLES FUHR
CHONQUE
CERRO MORO
CAÑADON DEL RANCHO
CAÑADON DE LAS VACAS
CAÑADON BOTELLO
PIEDRA CLAVADA
AGUADA A PIQUE
AGUADA ALEGRE
AGUADA ESCONDIDA
AGUADA GRANDE
AGUADA LA OVEJA
ALMA GRANDE
AN AIKE
BAHIA LANGARA
BAHIA LAURA
BAHIA TRANQUILA
BAJO CARACOLES
BAJO FUEGO
BELLA VISTA
CABO BLANCO
CABO DE LAS VIRGENES
CABO TRES PUNTAS
CALETA OLIVIA
CAMERON
CAMPAMENTO DOROTEA
CAMUZU AIKE
CAÑADA DE LAS VACAS
CAÑADON 11 DE SETIEMBRE
COLONIA CARLOS PELLEGRINI
COLONIA LEANDRO N ALEM
EL PASO
CONDOR
SIERRA DE LA VENTANA
SARAI
SAN BENITO
ROSPENTEK AIKE
ROSPENTEK
RIO TURBIO
RIO MITRE
RIO GALLEGOS
RIO FENIX
RIO CHICO
RIO BOTE
RINCON DE LOS MORROS
QUIEN SABE
PUNTA MERCEDES
PUNTA LOYOLA
PUNTA DEL MONTE
PUNTA DEL LAGO VIEDMA
PUNTA BANDERA
PUERTO SANTA CRUZ
PUERTO SAN JULIAN
PUERTO DESEADO
PUENTE BLANCO
COMANDANTE LUIS PIEDRABUENA
TAMEL AIKE
TAPI AIKE
RIO CALAFATE
TEHUELCHES
CORONEL GUARUMBA
TAUEL AIKE
CONDOR CLIF
CORONEL MARTIN IRIGOYEN
CUEVA DE LAS MANOS
DESAMPARADOS
EL BAILE
EL CALAFATE
EL CERRITO
EL CHALTEN
EL CHARA
EL GUADAL
EL BARBUCHO
EL GUADAL
TELLIER
TRES CERROS
TRES PUNTAS
TUCU TUCU
VENTISQUERO MORENO
TRES LAGOS
YACIMIENTO CERRO VANGUARDIA
YEGUA MUERTA
ZANJON DEL PESCADO
EL HUECO
