localidad
TRES ESQUINAS
TRES PORTEÑAS
TRINO ROSALESO
TROPERO SOSA
TTE BENJAMIN MATIENZO
TULUMAYA
TUNUYAN
VILLA ANTIGUA
TUPUNGATO
URISA
USPALLATA
V N DE COCHIQUITA
VALLE DE LAS LEÑAS
VALLE DE USPALLATA
VALLE HERMOSO
VEGA DE LOS BURROS
VEGA DE PRASO
VEGA FERRAINA
VEGAS DE LAS OVEJAS
VEGAS DE LOS CORRALES DE ARAYA
VERGEL
VICENTE MUÑOZ
UGARTECHE
ROSARIO GATICA
RODRIGUEZ PEÑA
RODRIGUEZ
PUESTO MALLIN
PUESTO MALO
PUESTO MANGA DE ARRIBA
PUESTO MANZANITO
PUESTO MARFIL
PUESTO MIRONDA
PUESTO NIEVES NEGRAS
PUESTO NUERAS
PUESTO OJO DE AGUA
PUESTO P MIRANDA
PUESTO P MONTRIEL
PUESTO PUNTA DEL AGUA
PUESTO QUEMADO
PUESTO LUNINA
PUESTO QUIROGA
PUESTO RINCON DE LA PAMPA
PUESTO RINCON DEL SAUCE
PUESTO RINCON ESCALONA
PUESTO RIQUITIPANCHE
PUESTO S PEREZ
PUESTO SAN JOSE
PUESTO SAN MIGUEL
PUESTO SAN VICENTE
PUESTO SANTA CLARA DE ARRIBA
PUESTO SANTA MARIA
PUESTO SANTA MARIA
PUESTO SECO
PUESTO SOSA
PUESTO RANCHO DE LA PAMPA
PUESTO ULTIMA AGUADA
PUESTO LUNA
PUESTO LOS RAMBLONES
PUESTO LA FLORIDA
PUESTO LA GRUTA
PUESTO LA HORTENSIA
PUESTO LA INVERNADA
PUESTO LA JARILLA
PUESTO LA JERILLA
PUESTO LA MOJADA
PUESTO LA NEGRITA
PUESTO LA NIEBLA
PUESTO LA PORTEÑA
PUESTO LA SEÑA
PUESTO LA SUIZA
PUESTO LA TOSCA
PUESTO LUFFI
PUESTO LA VENTANA
PUESTO LAS CORTADERAS
PUESTO LAS HIGUERAS
PUESTO LAS JUNTITAS
PUESTO LAS PICHANAS
PUESTO LAS PUNTANAS
PUESTO LAS VIBORAS
PUESTO LORCA
PUESTO LORETO
PUESTO LOS ALOJAMIENTOS
PUESTO LOS CAUSES
PUESTO LOS CHAÑARES
PUESTO LOS GAUCHOS
PUESTO LOS PAJARITOS
PUESTO LAS AGUADAS
PUESTO VEGA
PUESTO VIUDA DE ESTRELLA
PUESTO VUELTA DEL ZANJON
REFUGIO MILITAR GRAL ALVARADO
REFUGIO VIALIDAD
REGINO OJEDA
REINA
RESOLANA
RESURRECCION
RETAMO
RETAMO
RETAMO PARTIDO
REYES
RICARDO VIDELA
RINCON CHICO
RINCON DE CORREA
REFUGIO LA FAJA
RINCON DE LA RAMADA CHATO
RINCON ESCONDIDO
RINCON HUAIQUERIAS
RIO BARRANCAS
RIO BLANCO
RIO CHICO
RIO GRANDE
RIVADAVIA
RIVAS
ROBERTS
RODEO DE LA CRUZ
RODEO DEL MEDIO
RODEO GRANDE
RODOLFO ISELIN
RINCON DEL ATUEL
REDUCCION
RECOARO
REAL RINCON DE LAS OVEJAS
PUESTO ZAMPAL
PUNTA DE VACAS
PUNTA DEL AGUA
PUNTA DEL CANAL
PUNTOS DE AGUA
QUIRCACO
R BARRI
R BEBEDERA
R BUSTOS
RAMA CAIDA
RAMBLON
RAMBLON DE LA PAMPA
RAMBLON DE LOS CHILENOS
RAMBLON GRANDE
RAMON DONAIRE
RAMON GIMENEZ
RANCHITOS
RANQUIL NORTE
RANQUILCO POZOS PETROLIFEROS
REAL BAYO
REAL DE MOYANO
REAL DEL COLORADO
REAL DEL LEON
REAL DEL PADRE
REAL DEL PELAMBRE
REAL ESCONDIDO
REAL LOMA BLANCA
REAL PIEDRA HORADADA
REAL PRIMER RIO
PUESTO LA CALDENADA
LOS PAPAGAYOS
LOMAS CHICAS
LOS OLMOS
COLONIA ESPAÑOLA
COLONIA ELENA
COLONIA EL REGADIO
COLONIA EL CAMPANARIO
COLONIA DURAZNO
COLONIA DIVISADERO NEGRO
COLONIA DIVISADERO DEL CARDAL
COLONIA DELFINO
COLONIA DEL LEON
COLONIA DEL DIABLO
COLONIA DEL CARMEN
COLONIA DE LOS GUANAQUEROS
COLONIA ESTRELLA
COLONIA DE LAS MULAS
COLONIA COLOMER
COLONIA COLINA
COLONIA CHATO
COLONIA CHALET
COLONIA CANO
COLONIA BOUQUET
COLONIA BOMBAL Y TABANERA
COLONIA BOMBAL
COLONIA BARRAQUERO
COLONIA ATUEL NORTE
COLONIA ATUEL
COLONIA ASPERA
COLONIA CURNIÑAN
COLONIA ANDRE
COLONIA FARO
COLONIA GUADAL
COLONIA REINA
COLONIA PICO COLORADO
COLONIA PENCAL
COLONIA PEDERNALES
COLONIA PASCUAL IACARINI
COLONIA PAPAL
COLONIA OSAMENTA
COLONIA NEGRO
COLONIA NACIONAL DE LOS INDIOS
COLONIA MURALLA
COLONIA MONTE CASEROS
COLONIA MIRADOR
COLONIA FUNES
COLONIA LOS TAPONES
COLONIA LOS HUEVOS
COLONIA LOPEZ
COLONIA LOLA
COLONIA LAS ROSAS
COLONIA LAMBARE
COLONIA LA TORRECILLA
COLONIA LA LLAVE
COLONIA LA ESCONDIDA
COLONIA JAUREGUI
COLONIA JARA
COLONIA ITALIANA
COLONIA GUANACO
COLONIA LOS OSCUROS
COLONIA ALVEAR OESTE
COLONIA ALVEAR
COLONIA ALEMANA
CERRO TIGRE
CERRO SAPO
CERRO SANTA MARIA
CERRO SAN LORENZO
CERRO RIQUITIPANCHE
CERRO PUQUIOS
CERRO PUNTUDO
CERRO PUNTILLA NEGRA
CERRO PUNTA DE AGUA
CERRO POZO
CERRO POTRERILLOS
CERRO PONDERADO
CERRO TOLOSA
CERRO PLOMO
CERRO PELADO
CERRO PANTA
CERRO PAN DE AZUCAR
CERRO PAMPA SECA
CERRO NEVADO
CERRO NEGROS DE LAS MESILLAS
CERRO MONTURA
CERRO MEXICO
CERRO MELOCOTON
CERRO MASILLAS
CERRO MANANTIAL
CERRO LOS DIENTITOS
CERRO PIEDRA COLORADA
CERRO TUNDUQUERA
CERRO YALGUARAS
CERRO YARETA
COLONIA ALAZANES
COLONIA 3 DE MAYO
COLON SANDALHO
COIHUECO NORTE
COIHUECO
COCHICO
CLODOMIRO RETA
CLARENTINO ROLDAN
CIUDAD OESTE
CIRILO MAHONA
CIRCUNVALACION
CIENAGA DEL ALTO
CHIVILCOY
CHIMBAS PALMIRA
CHILOTE
CHILECITO
CHARCO VACAS
CHAPANAY
CHAÑARAL REDONDO
CHAMUSCAO
CHACRAS DE LIMA
CHACRAS DE CORIA
CHACHINGO
CHACHARALEN
CHACHAO
CESPEDES
CERROS COLORADOS
COLONIA RUSA
CERRO LOS BARROS
COLONIA SAN AGUSTIN
COLONIA SAN JORGE
EL CAPACHO
EL CAÑITO
EL CAMPAMENTO
EL CALVADITO
EL CAJON
EL CABAO VIEJO
EL BUEN PASTOR
EL BORBOLLON
EL BONITO
EL BANDERON
EL BALSADERO
EL AZUFRE
EL CARANCHITO
EL ARBOLITO
EL ALTO
EL ALTILLO
EL ALTILLO
EL ALPERO
EL ALGARROBO
EL ALGARROBO
EL ALGARROBO
EL ALGARROBAL
EL ALGARROBAL
EL ALAMO
EL ALAMBRADO
EL AGUILA
EL ALTO SALVADOR
EL 15
EL CARBALINO
LOS OTOYANES
EL DESVIO
EL CORBALNO
EL CONSUELO
EL COLORADO
EL COLORADO
EL COLON
EL CIPRES
EL CIENAGO
EL CHOIQUE
EL CHIRCAL
EL CHILCAL
EL CHAÑAR
EL CARMEN
EL CHALLAO
EL CHACAY
EL CHACALLAL
EL CERRITO
EL CERCADO
EL CEPILLO
EL CENTRAL
EL CENIZO
EL CEIBO
EL CAVADO CHICO
EL CAVADITO
EL CARRIZAL DE ABAJO
EL CARRIZAL
EL CHALET
E ROSALES
DULCE
DORREGO
CRUZ DE PIEDRA PTO GENDARMERIA
CRUZ DE PIEDRA
CRUZ BLANCA
CRISTOBAL LOPEZ
CRISTO REDENTOR
COSTA DEL DIAMANTE
COSTA DE ARAUJO
CORRAL DEL MOLLE
CORRAL DE LORCA
CORRAL DE CUERO
CORONEL BELTRAN
CORDON DEL PLATA
CRUZ DEL YUGO
COQUIMBITO
CONCHA SUBERCASEAUX
COMPUERTAS NEGRAS
COMISION NAC DE EMERGENCIA
COMANDANTE SALAS
COM NAC DE ENERGIA ATOMICA
COLONIA TRES ALTITOS
COLONIA TORRECITO
COLONIA TORRECILLAS
COLONIA TABANERA
COLONIA SOITUE
COLONIA SEGOVIA
COLONIA SANTA TERESA
CONTROL YPF
CRUZ GIMENEZ
CRUZ LEDESMA
CTO DEL TIGRE
DOROTEO ORDOÑEZ
DONATO OJEDA
DON MARTIN
DOMINGO REAL
DOMINGO OGA
DOMINGO LARA
DOMINGO GIMENEZ
DOCTOR ANTONIO SOOMAS
DIVISADERO NEGRO
DIVISADERO COLORADO
DIVISADERO
DISTRITO COMPUERTA
DIQUE RIO MENDOZA
DIQUE DEL VALLE DE UCO
DIONISIO ORTUBIA
DIONISIO ORDOÑEZ
DESAGUADERO
DELGADILLO
DANIEL MORGAN
DANIEL LUCERO
DALMIRO ZAPATA
D LOPEZ
CUPILES
CUESTA DE LOS TERNEROS
CUADRO NACIONAL
CUADRO BOMBAL
CUADRO BENEGAS
COLONIA SAN FRANCISCO
EL DIVISADERO
CERRO LOS BAJOS
CERRO LAGAÑOSO
BALDE LA PICHANA VIEJA
BALDE JOFRE
BALDE EL SOSNEADO
BALDE E AQUERA
BALDE DE PIEDRA
BALDE DE LOS GAUCHOS
BALDE DE LA JARILLA
BAJO DEL YUYO
BAJO DEL PELUDO
BAJADA DEL SAUCE
BAJADA DEL PERRO
BAJADA DEL FUERTE
BALDE LAS CARPAS
BAJADA DEL AGUA ESCONDIDA
BAJADA DE LOS PAPAGAYOS
BAJADA DE LOS GAUCHOS
BAJADA DE LA SALADA
BAJADA ARAUJO
B ELENA
B DE QUEBRADO
B DE ARAYA
AZCURRA
ATUEL SUD
ASUNCION
ARROYO LOS SAUCES
ARROYO CLARO
BAJADA DE YAUCHA
ARROYITO
BALDE LAS CATITAS
BALDE NUEVO
BORDE DE LA LINEA
BOLICHE LOS BARREALES
BOLICHE
BLAS PANELO
BLANCO ENCALADA
BERMEJO
BELTRAN
BELLE VILLE
BECERRA
BARRIO VILLA ADELA
BARRIO FERRI
BARRIALES LOS RANCHOS
BALDE LAS LAGUNITAS
BARREAL PAJARO MUERTO
BARREAL DE LA PAMPA SECA
BARREAL DE LA MESILLA
BARREAL COLORADO
BARDAS BLANCAS
BARCALA
BAÑOS LUNLUNTA
BAÑOS LA SALADA
BAÑOS DE CAPIZ
BAÑOS DE AZUFRE
BANDERITA
BAÑADO VERDE
BALDE SAN AGUSTIN
BARREAL JOSE LUIS
ARISTIDES VILLANUEVA
ARENALES
ARBOLEDA
ALGARROBAL ARRIBA
ALGARROBAL ABAJO
ALFREDO LUCERO
ALEJANDRO PEREZ
ALBERTO FLORES
AGUADA PUESTO LA TOTORA
AGUADA PEREZ
AGUADA PENEPE
AGUADA
AGUA RICA
AGUA NUEVA
AGUA ESCONDIDA
ALGARROBITO
AGUA DEL TORO
AGUA DE LOS MANANTIALES
AGUA DE LA MULA
AGUA DE DIAZ
AGUA DE CABRERA
AGUA BOTADA
AGUA AMARGA
AGRELO
ADRIAN MATURANO
9 DE JULIO
3 DE MAYO
25 DE MAYO
12 DE OCTUBRE
AGUA DEL CHANCHO
ALGARROBO
ALGARROBO DE SORTUE
ALGARROBO GRANDE
ARANZABAL
ARANCIBIA
ARAGANITA
ANTONIO SOSA
ANDRES PEREZ
ANDRADE
ANCON
ANCHORIS
ANACLETA VIUDA DE PEREZ
ANA DE DONAIRE
ALVAREZ CONDARCO
ALVAREZ
ALTO VERDE
ALTO VERDE
ALTO TRES COMPADRES
ALTO GRANDE
ALTO GRANDE
ALTO DEL SALVADOR
ALTO DEL PLOMO
ALTO DEL OLVIDO
ALTO DE LOS SAPOS
ALTO DE LOS PERROS
ALTO DE LOS MANANTIALES
ALTO DE LAS ARAÑAS
ALTO CON ZAMPA
ALTO AMARILLO
ALPATACAL
BORDO AMARILLO DE LA CRUZ PIED
CERRO LAS PIEDRAS
BORDO EL ALGARROBO
BORDOS DEL PLUMERILLO
CERRO COLOR
CERRO CLEMENTINO
CERRO CIENAGA
CERRO CIELO
CERRO CHIQUERO
CERRO CHATO
CERRO CATEDRAL
CERRO BRAVO
CERRO BONETE
CERRO BLANCO
CERRO BAY
CERRO BARBARAN O TRES PICOS
CERRO COLORADO
CERRO BARAUCA
CERRO ASPERO
CERRO ARROYO HONDO
CERRO ANGOSTURA
CERRO ALVARADO CENTRO
CERRO ALTO DE LAS PEÑAS
CERRO ALQUITRAN
CERRO ALOJAMIENTO
CERRO AGUADITA
CERRO AGUA SALADA
CERRO AGUA NEGRA
CERRO ACONCAGUA
CERRITO MORO
CERRO BALEADO
CERRILLOS NEGROS
CERRO COLORADO DE LAS LAGUNILL
CERRO CUERNO
CERRO LA MANO
CERRO LA INVERNADA
CERRO L CORRALES
CERRO JUAN POBRE
CERRO INVERNADA
CERRO HORQUETA
CERRO GUADALOSO
CERRO GRANDE
CERRO GASPAR
CERRO FUNDICION
CERRO FIERO
CERRO EL GUANACO
CERRO CORTADERAS
CERRO DURAZNO
CERRO DEL ZORRO
CERRO DEL RINCON BAYO
CERRO DEL POZO
CERRO DEL MEDIO
CERRO DEL CHACAY
CERRO DE LOS POTRERILLOS
CERRO DE LOS LEONES
CERRO DE LOS DEDOS
CERRO DE LOS BURROS
CERRO DE LAS LEÑAS
CERRO DE LA BANDEROLA
CERRO CUPULA
CERRO DIVISADERO DE LA CIENEGU
CERRILLOS AL SUD
CERRILLOS AL NORTE
CERRILLOS
CAÑADA ANCHA
CAÑADA AMARILLA
CAMPO EL TORO
CAMPO EL ALAMO
CAMPO DE LOS ANDES
CAMPAMENTO RANQUILCO
CAMPAMENTO CARAPACHO
CAMPAMENTO CACHEUTA YPF
CAMP VIZCACHERAS YPF
CALMUCO
CALLE TERRADA
CALLE LARGA VIEJA
CAÑADA COLORADA
CAJON GRANDE
CADETES DE CHILE
CACHEUTA
CABEZA DE VACA
CA DEL DIABLO
C GONZALES VIDELA
BUTA BILLON
BUITRERA
BUENA VISTA
BUENA NUEVA
BUEN ORDEN
BOYEROS
BOWEN
CAJON DE MAYO
CAÑADA SECA
CAÑADITA ALEGRE
CAÑADON DE BONILLA
CEPILLO VIEJO
CENTRAL HIDROELECTRICA 2
CENTRAL HIDROELECTRICA 1
CATITAS VIEJAS
CASILLA
CASAS VIEJAS
CASA DE PIEDRA
CASA DE LAS PEÑAS
CASA DE ADOBE
CARTELLONE
CARRODILLA LA PUNTILLA
CARRIZAL DE ARRIBA
CARRIZAL DE ABAJO
CARRIL NORTE
CARMENSA
CARLOS SUBERCASEUX
CARBOMETAL
CARACOLES
CAPIZ
CAPITAN MONTOYA
CAPILLA SAN JOSE
CAPILLA DEL ROSARIO
CAPILLA DEL COVADITO
CAPDEVILLE
CANCHA DE ESQUI
CANALEJAS
CANAL PESCARA
BORDO LECHUZO
EL DIVISADERO
JAGUEL
EL ESCONDIDO
GILBERTO PEREZ
GLACIARES DEL RIO BLANCO
GOBERNADOR BENEGAS
GOBERNADOR CIVIT
GOBERNADOR LUIS MOLINA
GODOY CRUZ
GOICO
GOUDGE
GREGORIO ZAPATA
GUADAL DE LOS PEREZ
GUADALES
GERTRUDIS DE OJEDA
GUALTALLARY
GUIDO
GUILLERMO DONAIRE
GURRUCHAGA
H GARZALA
HERMENEGILDO DIAZ
HONORIO ZAPATA
HORNITO DEL GRINGO
HORNOS DE MOYANO
HOTEL PORTEZUELO DEL VIENTO
HOTEL TERMAS DEL AZUFRE
HOTEL TERMAS EL SOSNEADO
GUAYQUERIA COLORADA
GERMAN MATURANO
GENERAL ORTEGA
GENERAL GUTIERREZ
EUSEBIA VIUDA DE GOMEZ
EVARISTO ACEVEDO
EVARISTO SALAS
EX FORTIN MALARGUE
FABRICIANO ROJAS
FELIPE GARRO
EL NEVADO
FELIPE PEREZ
FERMIN PEREZ
FINCA EL ARROZ
FINCA LOPEZ
FINCA LOS ALAMOS
FLORENCIO GARRO
FLORENCIO MOLINA
FLORENCIO ORDOÑEZ
FLORINDO FLORES
FORZUDO
FRANCISCO MOLINA
FRANCISCO ROJAS
FRAY LUIS BELTRAN
FRUCTUOSO DIAZ
GARGANTA DEL LEON
GASPAR CAMPOS
GENERAL ACHA
GENERAL ALVEAR
HUAICOS DE RUFINO
EUGENIO BUSTOS
HUAICOS DE RUFINO
HUAIQUERIA DE LOS BURROS
JOSE CAMPOS
JOSE DIAZ
JOSE FERNANDEZ
JOSE LUCERO
JOSE R MOLINA
JOSE SOSA
JOSE SUAREZ
JUAN B DUFAU
JUAN H ORTIZ
JUAN MILLAN
JUAN ZAPATA
JORGE NEWBERY
JULIO COMEGLIO
JUNTA DE LA VAINA
JUNTA DE LOS RIOS
KILOMETRO 1013
KILOMETRO 1032
KILOMETRO 1085
KILOMETRO 11
KILOMETRO 43
KILOMETRO 47
KILOMETRO 55
KILOMETRO 56
KILOMETRO 84
JUNIN
JOFRE
JOCOLI VIEJO
JOCOLI
HUECOS DE LOS TORDILLOS
IGNACIO VILLEGAS
IGUAZU
INGENIERO BALLOFFET
INGENIERO GIAGNONI
INGENIERO GUSTAVO ANDRE
IRINEO ZAPATA
ISABEL FLORES
ISLA CHICA
ISLA DEL CUCHILLO
ISLA GRANDE
ISLA RETAMITO
J CAMPOS
J ORTUBIA
J VERON
JAGUEL AMARILLO
JAGUEL DE LAS CHILCAS
JAGUEL DE ROSAS
JAGUEL DEL CATALAN
JAGUEL DEL GAUCHO
JAGUEL DEL GOBIERNO
JAIME PRATS
JARILLOSO
JAUCHA
JESUS NAZARENO
HUAIQUERIA DE LA HORQUETA
KILOMETRO 882
ESTANISLAO ORDOÑEZ
ESTANCIA YALGUARAZ
EL RINCON
EL ROSARIO
EL SALADO
EL SALTO
EL SAUCE
EL SOSNEADO
EL TAMARINDO
EL TAPON
EL TOPON
EL TOSCAL
EL TROPEZON
EL RETIRO
EL USILLAL
EL VAQUERO
EL VATRO
EL VENTARRON
EL VERGEL
EL VILLEGUINO
EL VILTEGUINO
EL ZAMPAL
EL ZAMPAL
EL ZAMPAL
EL ZAMPAL
EL ZAPATINO
EL VALLE
EL RETIRO
EL RETIRO
EL RETIRO
EL NIHUIL
EL PARAISO
EL PARRAL
EL PASCAL
EL PASTAL
EL PAYEN
EL PERAL
EL PERINO
EL PICONA
EL PLATEADO
EL PLUMERILLO
EL PLUMERO
EL PLUMERO
EL PORTILLO
EL PORVENIR
EL PORVENIR
EL PUESTITO
EL PUESTITO
EL PUMA
EL PUNTIAGUDO
EL REFUGIO
EL REGADIO
EL RESGUARDO
EL RETAMO
EL RETAMOSO
EL ZORZAL
ESTANCIA YAUCHA
ELOY FUNES
EMILIANO LUCERO
ESTANCIA LA CHUÑA
ESTANCIA LA CORTADERA
ESTANCIA LA PAMPA
ESTANCIA LA PUMA
ESTANCIA LA ROSA
ESTANCIA LA SALCEDINA
ESTANCIA LA SARITA
ESTANCIA LA TRINTRICA
ESTANCIA LA VARITA
ESTANCIA LA VIZCACHERA
ESTANCIA LAS CHILCAS
ESTANCIA LA ARGENTINA
ESTANCIA LAS HIGUERAS
ESTANCIA LOS CHACAYES
ESTANCIA LOS HUAICOS
